id,title,year,director
"PJ7","Mutter Krausens Fahrt ins Gl\"uck","1929","Jutzi"
"HBH30","Sun Valley Serenade","1941","Humberstone"
"SR60","Jana Aranya","1976","S.Ray"
"DSu10","Feast of the Gods","1991","D.Sutherland"
"RiO30","Der Hauptmann von K\"openick","1932","R.Oswald"
"DvH10","Snow White and the Seven Dwarfs","1937","Hand"
"FL30","Cloak and Dagger","1946","F.Lang"
"AMD3","The Snow Devils","1965","Dawson"
"FL35","Clash by Night","1952","F.Lang"
"FL37","The Big Heat","1953","F.Lang"
"AnS17","Cry Terror","1958","And.Stone"
"JiA1","Airplane!","1980","Abrahams"
"AnS15","Julie","1956","And.Stone"
"ChV20","Gilda","1946","Ch.Vidor"
"FMx10","American Hot Wax","1978","Mutrux"
"JiA5","Hero","1984","Abrahams"
"TSz1","Fear, Anxity, and Depression","1998","Solondz"
"CFd10","Freedom on My Mind","1994","C.Field"
"HWx47","Spring in Park Lane","1948","H.Wilcox"
"JiA9","When Twins are Interchanged","1988","Abrahams"
"HWx45","Picadilly Incident","1946","H.Wilcox"
"ChV26","The Loves of Carmen","1948","Ch.Vidor"
"JiA7","The Kidnapping of Mrs. Stone","1986","Abrahams"
"PK3","White Dawn","1975","Ph.Kaufman"
"IMu10","Aladdin","1992","Musker"
"HBH45","Three Little Girls in Blue","1946","Humberstone"
"PK6","The Wanderers","1980","Ph.Kaufman"
"PK5","The Invasion of the Body Snatchers","1978","Ph.Kaufman"
"PK7","The Right Stuff","1983","Ph.Kaufman"
"TSz5","Welcome to the Dollhouse","1996","Solondz"
"HBH40","Wonder Man","1945","Humberstone"
"LaK18","Wyatt Earp","1994","L.Kasdan"
"AAr20","Heartbeeps","1981","Arkush"
"GMs2","L'Homme orchestre","1900","Melies"
"FL20","You only Live Once","1937","F.Lang"
"LaK13","The Accidental Tourist","1989","L.Kasdan"
"GMs1","L'Escamontage d'une Dame","1896","Melies"
"ISy6","Baby, It's You","1980","Sayles"
"LaK14","I Love You to Death","1990","L.Kasdan"
"GMs4","Cinderella","1900","Melies"
"LaK15","Grand Canyon","1991","L.Kasdan"
"FL23","Western Union","1941","F.Lang"
"ISy4","Lianna","1980","Sayles"
"LaK16","French Kiss","1995","L.Kasdan"
"GMs6","Le voyage dans la lune","1902","Melies"
"FL24","Manhunt","1941","F.Lang"
"GMs8","Danseuse Microscopique","1902","Melies"
"FL26","Hangmen Also Die","1942","F.Lang"
"AnS29","The Secret of my Success","1965","And.Stone"
"GSr10","Wisecracks","1992","G.Singer"
"FL27","The Woman in the Window","1944","F.Lang"
"ISy8","Brother From Another Planet","1980","Sayles"
"FL28","Ministry of Fear","1944","F.Lang"
"FL29","Scarlet Street","1945","F.Lang"
"ME270","Beware of Pity","1946","Elvey"
"RiO25","Victoria and Her Hussar","1931","R.Oswald"
"DHu10","xxx","1999","Huffman"
"SR80","The Stranger","1992","S.Ray"
"AnB10","So Fine","1981","A.Bergman"
"ChV13","The Tuttles of Tahiti","1942","Ch.Vidor"
"LMC9","Duck Soup","1933","McCarey"
"ChV15","A Song To Remember","1944","Ch.Vidor"
"GHa10","Hope","1998","Hawn"
"HWx55","Lilacs in the Spring","1954","H.Wilcox"
"HWx54","Trent's Last Case","1952","H.Wilcox"
"LMC6","The Kid From Spain","1932","McCarey"
"HWx50","Odette","1950","H.Wilcox"
"HBH55","East of Java","1949","Humberstone"
"HBH50","Fury at Furnace Creek","1948","Humberstone"
"ALe7","Saadia","1953","Lewin"
"BEE10","Less Than Zero","1987","B.Ellis"
"ALe4","Pandora and the Flying Dutchman","1951","Lewin"
"BEE15","American Psycho","1989","B.Ellis"
"HBH68","Tarzan and the Lost Safari","1957","Humberstone"
"AVo10","Die T\"ur mit den Sieben Schl\:ossern","1962","Vohrer"
"ALe2","The Picture of Dorian Gray","1944","Lewin"
"WSt10","Alice's Adventures in Wonderland","1972","Sterling"
"RiO50","The Lovable Cheat","1949","R.Oswald"
"RhL20","Chiefs","1968","Ri.Leacock"
"IMd12","Golden Gate","1993","Madden"
"ALe1","The Moon and Sixpence","1942","Lewin"
"ME240","The Spider","1940","Elvey"
"IMd16","Mrs. Brown","1997","Madden"
"JiC2","The Christmas Tree","1968","J.Clark"
"IMd17","Shakespeare in Love","1998","Madden"
"JiC4","Every Home Should Have One","1970","J.Clark"
"AKo10","Runaway Train","1985","Konchalovsky"
"PM2","Alex in Wonderland","1970","Mazursky"
"PM1","Bob and Carol and Ted and Alice","1970","Mazursky"
"PM4","Harry and Tonto","1974","Mazursky"
"PM3","Blume in Love","1973","Mazursky"
"PM6","An Unmarried Woman","1978","Mazursky"
"PM5","Next Stop, Greenwich Village","1976","Mazursky"
"PM7","Willie and Phil","1980","Mazursky"
"GSa10","Mediterraneo","1992","Salvatores"
"HWx60","The Man Who Wouldn't Talk","1957","H.Wilcox"
"JWa2","The Green Berets","1968","J.Wayne"
"HBH60","She's Working Her Way Through College","1952","Humberstone"
"PM9","Moscow on the Hudson","1984","Mazursky"
"AKo15","The Inner Circle","1992","Konchalovsky"
"JWa1","The Alamo","1960","J.Wayne"
"RiO40","I Was A Criminal","1941","R.Oswald"
"FL40","Human Desire","1954","F.Lang"
"RiO42","Isle of Missing Men","1942","R.Oswald"
"GMu2","Utu","1981","G.Murphy"
"FL41","Moonfleet","1955","F.Lang"
"GMu1","Goodbye Pork Pie","1980","G.Murphy"
"FL42","While the City Sleeps","1955","F.Lang"
"FL43","Beyond a Reasonable Doubt","1956","F.Lang"
"FL44","Der Tiger von Ischnapur","1958","F.Lang"
"RhL10","Primary","1960","Ri.Leacock"
"IMu20","Hercules","1997","Musker"
"SHk10","The Three Musketeers","1993","Herek"
"FL45","Das Indische Grabmal","1958","F.Lang"
"JDu10","Comedy of the absurd","1912","Durand"
"RhL15","Quints","1963","Ri.Leacock"
"SHk15","Holy Man","1998","Herek"
"RhL13","The Chair","1962","Ri.Leacock"
"GMu9","The Quiet Earth","1985","G.Murphy"
"IBd10","Friday the 13th ... The Orphan","1980","J.Ballard"
"AWa12","Bike Boy","1967","Warhol"
"AWa13","The Nude Restaurant","1967","Warhol"
"HBH70","Tarzan's Fight for Life","1958","Humberstone"
"BCr10","Mr.~Saturday Night","1992","Crystal"
"AWa10","The Chelsea Girls","1966","Warhol"
"IMd10","E-than Frome","1993","Madden"
"GuS12","The Woman of the Camelias","1915","Serena"
"IMu22","Mighty Joe Young","1999","Musker"
"HBH75","Madison Avenue","1961","Humberstone"
"GuS10","Assunta Spina","1915","Serena"
"RMu6","To Kill a Mockingbird","1962","Mulligan"
"BaK1","Harlan County, USA","1976","Kopple"
"RMu7","The Spiral Road","1962","Mulligan"
"HBH72","Tarzan and the Trappers","1958","Humberstone"
"RMu5","The Great Impostor","1961","Mulligan"
"GMx3","Meatballs part III","1980","Mendelux"
"GMx2","Meatballs part II","1980","Mendelux"
"GMx5","The Kidnapping of the President","1980","Mendelux"
"GRo18","Knightriders","1981","Romero"
"IMS20","Back Street","1932","Stahl"
"TRb10","Bob Roberts","1992","T.Robbins"
"GRo15","Dawn of the Dead","1979","Romero"
"FrP14","The Looking Glass War","1980","Pierson"
"MLH10","Dr.~Fisher of Geneva","1980","LindsayHogg"
"VJD1","Lonelyhearts","1959","Donehue"
"VJD2","Sunrise at Campobello","1960","Donehue"
"GRo12","Martin","1978","Romero"
"JCr10","Where the River Flows North","1994","J.Craven"
"FrP10","King of the Gypsies","1978","Pierson"
"GuB10","Maciste in Hell","1926","Brignone"
"HaB15","All the Young Men","1960","Bartlett"
"LoK3","Murder in Trinidad","1935","L.King"
"TRb16","Dead Man Walking","1996","T.Robbins"
"BDu10","Hoodlum","1997","B.Duke"
"TRs32","The Phantom of the Opera","1990","T.Richardson"
"BaL9","Moulin Rouge","2001","Luhrmann"
"LoK9","Charlie Chan in Egypt","1935","L.King"
"ILa10","The Sadist","1963","Landis"
"KFu30","Virus","1980","Fukasaku"
"BsK29","Hollywood Handicap","1938","B.Keaton"
"Ezw9","Siege","1998","Zwick"
"BsK28","Life in Sometown, USA","1938","B.Keaton"
"IB103","The Cuckoo Clock","1960","Brahm"
"MnK20","The Cloud Door","1994","Kaul"
"BaL4","Romeo and Juliet","1996","Luhrmann"
"IB102","Madame Mystery","1960","Brahm"
"PGr7","A Zed and Two Naughts","1985","Greenaway"
"IMS25","Imitation of Life","1934","Stahl"
"IB101","Dry Run","1959","Brahm"
"IB100","A Night With the Boys","1959","Brahm"
"BaL1","Strictly Ballroom","1992","Luhrmann"
"IB107","Pen Pal","1960","Brahm"
"MaM1","A Private Function","1984","Mobray"
"IB106","The Five-Forty-Eight","1960","Brahm"
"MaM2","Out Cold","1989","Mobray"
"IB105","Insomnia","1960","Brahm"
"IB104","The Hero","1960","Brahm"
"PGr5","The Draughtsman's Contract","1983","Greenaway"
"ABu10","Just Between Friends","1986","A.Burns"
"OW10","The Trial","1962","Welles"
"IMS10","Husbands and Lovers","1923","Stahl"
"FrP25","Somebody Has to Shoot the Picture","1989","Pierson"
"OW12","The Immortal Story","1969","Welles"
"OW11","Chimes at Midnight","1966","Welles"
"GRo20","Creepshow","1982","Romero"
"OW13","The Deep","1969","Welles"
"HBH90","Without a Trace","1983","Humberstone"
"RMp25","Rainbow Island","1944","R.Murphy"
"RMw3","The Phantom of the Opera","1983","Markowitz"
"RMp28","The Man from Half Moon Street","1944","R.Murphy"
"GiP10","The Battle of Algiers","1966","Pontocorvo"
"JZu15","Posse West","1995","J.Zucker"
"JeS10","Switchback","1997","J.Stuart"
"JZu10","Ghost","1990","J.Zucker"
"MnK10","The Fool","1990","Kaul"
"xTu10","Robot Monster","1954","Tucker"
"MnK15","Siddheshwari","1992","Kaul"
"NT10","Lucky Boy","1928","Taurog"
"AAr10","Rock 'N Roll High School","1979","Arkush"
"IMS40","When Tomorrow Comes","1939","Stahl"
"GGM10","Johnny Cien Pesos","1993","Marino"
"GFl10","Kiss the Girls","1997","Fleder"
"BsK16","The Frozen North","1922","B.Keaton"
"LoM6","Payment Deferred","1932","L.Mendes"
"InB13","The Naked Night","1953","I.Bergman"
"HaB35","Children of Sanchez","1978","Bartlett"
"BsK15","My Wife's Relations","1922","B.Keaton"
"InB12","A Summer with Monika","1952","I.Bergman"
"GRo35","The Dark Half","1990","Romero"
"BsK14","The Electric House","1922","B.Keaton"
"InB11","Waiting Women","1952","I.Bergman"
"BsK13","Cops","1922","B.Keaton"
"LaK23","Mumford","1999","L.Kasdan"
"BsK12","The Blacksmith","1921","B.Keaton"
"LoM2","The Marriage Playground","1929","L.Mendes"
"CTK12","Race the Sun","1996","Kanganis"
"BsK11","The Paleface","1921","B.Keaton"
"BsK10","The Boat","1921","B.Keaton"
"GRo30","The Night of The Living Dead - the Remake","1990","Romero"
"CTK10","Three Ninjas Kick Back","1994","Kanganis"
"TRs12","Tom Jones","1963","T.Richardson"
"StB5","Julius Caesar","1970","Burge"
"StB4","The Mikado","1967","Burge"
"ILa31","Kentucky Fried Movie","1978","Landis"
"GiP20","Burn!","1970","Pontocorvo"
"StB3","Othello","1965","Burge"
"ILa32","National Lampoon's Animal House","1978","Landis"
"JDB10","Speed","1994","DeBont"
"StB2","Uncle Vanya","1962","Burge"
"ILa33","Blues Brothers","1980","Landis"
"ILa34","American Werewolf in London","1981","Landis"
"CAm7","23 Quai du Commerce","1970","Akerman"
"RMp50","Desert Rats","1953","R.Murphy"
"JWe3","Pete Kelly's Blues","1955","J.Webb"
"CAm5","Jeanne Dielman","1969","Akerman"
"TRs18","Hamlet","1969","T.Richardson"
"JDB11","Twister","1996","DeBont"
"RMp53","The Lady in the Iron Mask","1953","R.Murphy"
"JWe1","Dragnet","1954","J.Webb"
"TRs19","Ned Kelly","1970","T.Richardson"
"KFu10","Black Lizard","1968","Fukasaku"
"JDB12","Speed Two: Cruise Control","1996","DeBont"
"JWe6","-30-","1959","J.Webb"
"TRs16","The Charge of the Light Brigade","1968","T.Richardson"
"IWa20","Polyester","1981","Waters"
"JWe7","The Last Time I Saw Archie","1962","J.Webb"
"TRs17","Laughter in the Dark","1969","T.Richardson"
"JDB15","The Haunting of Hill House","1999","DeBont"
"JWe5","The D.I.","1957","J.Webb"
"TRs15","The Loved One","1965","T.Richardson"
"IB109","Don't Look Behind You","1962","Brahm"
"IB108","The Throwback","1961","Brahm"
"IMS30","The Magnificent Obsession","1935","Stahl"
"HaB20","The Caretakers","1964","Bartlett"
"YAl3","Une Si Jolie Petite Plage","1948","Y.Allegret"
"BsK27","Battling Butler","1926","B.Keaton"
"HaB24","Changes","1969","Bartlett"
"BsK26","Estrallos","1925","B.Keaton"
"BsK25","Go West","1925","B.Keaton"
"ILa15","Schlock","1976","Landis"
"BsK24","Seven Chances","1925","B.Keaton"
"BsK23","The Navigator","1924","B.Keaton"
"HaB28","Johnathan Livingston Seagull","1973","Bartlett"
"BsK22","Sherlock jr.","1924","B.Keaton"
"HaB27","The Wild Pack","1972","Bartlett"
"BsK21","Our Hospitality","1923","B.Keaton"
"BsK20","The Love Nest","1923","B.Keaton"
"TRs23","The Border","1981","T.Richardson"
"MzN15","Volare Volare","1991","Nichetti"
"TRs21","Dead Cert","1974","T.Richardson"
"TRs22","Joseph Andrews","1977","T.Richardson"
"IB110","Death and the Joyful Woman","1963","Brahm"
"BsK19","The Three Ages","1923","B.Keaton"
"TRs20","A Delicate Balance","1973","T.Richardson"
"MzN10","The Icycle Thief","1987","Nichetti"
"BsK18","The Baloonatic","1923","B.Keaton"
"BsK17","Day Dreams","1922","B.Keaton"
"IMS35","Parnell","1937","Stahl"
"IB113","The Trap","1965","Brahm"
"IB112","Final Performance","1965","Brahm"
"IB111","Murder Case","1964","Brahm"
"IWa14","Desparate Living","1977","Waters"
"TRs28","Prick Up Your Ears","1987","T.Richardson"
"TRs25","The Hotel New Hampshire","1984","T.Richardson"
"IWa10","Female Trouble","1974","Waters"
"NT31","The Phantom President","1932","Taurog"
"PaC24","Ceux qui m'aiment prendront le train","1998","Chereau"
"IMS60","Leave Her to Heaven","1945","Stahl"
"NT32","The Way to Love","1933","Taurog"
"ACx10","Repo Man","1984","A.Cox"
"IWa40","Serial Mom","1993","Waters"
"ACx12","Sid and Nancy","1986","A.Cox"
"PaC20","Queen Margot","1994","Chereau"
"NT30","Huckleberry Finn","1931","Taurog"
"InB35","Face to Face","1976","I.Bergman"
"InB34","Scenes from A Marriage","1974","I.Bergman"
"StD1","On the Town","1949","Donen"
"InB33","Cries and Whispers","1972","I.Bergman"
"InB32","The Touch","1971","I.Bergman"
"InB31","The Passion of Anna","1968","I.Bergman"
"BrR5","Post Coitum","1998","Rouan"
"NT36","We're Not Dressing","1934","Taurog"
"RZe25","What Lies Beneath","2000","Zemeckis"
"PS2","Christmas in July","1940","P.Sturges"
"PS1","The Great McGinty","1940","P.Sturges"
"LuV30","Rocco and His Brothers","1960","Visconti"
"AML1","The Incredible Two-headed Monster","1970","Lanza"
"PS4","The Lady Eve","1941","P.Sturges"
"BrR1","Outremer","1991","Rouan"
"PS3","Sullivan's Travels","1941","P.Sturges"
"ILa50","Oscar","1991","Landis"
"PS6","The Great Moment","1943","P.Sturges"
"PS5","The Palm Beach Story","1942","P.Sturges"
"InB29","Shame","1968","I.Bergman"
"StD7","Seven Brides for Seven Brothers","1954","Donen"
"PS8","Hail the Conquering Hero","1944","P.Sturges"
"InB28","Hour of the Wolf","1968","I.Bergman"
"KDo10","The Sum of Us","1995","Dowling"
"PS7","The Miracle of Morgan's Creek","1943","P.Sturges"
"InB27","Persona","1965","I.Bergman"
"StD4","Royal Wedding","1951","Donen"
"ILa55","Coming to America","1991","Landis"
"PS9","Mad Wednesday","1946","P.Sturges"
"InB25","Trystnaden","1963","I.Bergman"
"IWa45","Pecker","1998","Waters"
"NT20","Skippy","1931","Taurog"
"IMS50","Holy Matrimony","1943","Stahl"
"JBo10","Barjo","1993","Boivin"
"IMS55","The Keys of the Kingdom","1944","Stahl"
"InB24","Winter Light","1962","I.Bergman"
"ICa1","Dark Star","1974","Carpenter"
"RZe19","Forrest Gump","1994","Zemeckis"
"InB23","Through a Glass Darkly","1961","I.Bergman"
"InB22","The Devil's Eye","1960","I.Bergman"
"LiS10","Licensed to Kill","1965","Shonteff"
"InB21","The Virgin Spring","1959","I.Bergman"
"ILa38","Trading Places","1983","Landis"
"InB20","Ansiktet","1958","I.Bergman"
"ICa5","Halloween","1978","Carpenter"
"HvP10","Little Indian, Big City","1996","Palud"
"PlT40","The Night of the Shooting Star","1982","Taviani"
"ICa6","The Fog","1979","Carpenter"
"RZe14","Back to the Future Part III","1990","Zemeckis"
"LuV20","Senso","1953","Visconti"
"ICa3","Assault on Precinct 13","1976","Carpenter"
"RZe17","Death Becomes Her","1992","Zemeckis"
"ICa9","The Thing","1982","Carpenter"
"RZe22","Cast Away","1999","Zemeckis"
"GPi10","Erotissimo","1968","Pires"
"ILa40","Into the Night","1985","Landis"
"InB18","Wild Strawberries","1957","I.Bergman"
"ICa8","Escape from New York","1981","Carpenter"
"InB17","The Seventh Seal","1956","I.Bergman"
"InB16","Smiles of a Summer Night","1955","I.Bergman"
"InB15","The Naked Night","1955","I.Bergman"
"RZe20","Contact","1997","Zemeckis"
"InB14","A Lesson in Love","1954","I.Bergman"
"IWa35","Cry-Baby","1990","Waters"
"IWa30","Hairspray","1988","Waters"
"SgT10","Francois Truffaut: Stolen Portraits","1994","Toubiana"
"CC43","The Tramp","1915","Chaplin"
"MOp3","Die Verkaufte Braut","1932","Max~Ophuls"
"NT55","The Adventures of Tom Sawyer","1938","Taurog"
"MOp4","Liebelei","1932","Max~Ophuls"
"MOp5","Une Histoire d'Ammour","1933","Max~Ophuls"
"NT50","Mad About Music","1938","Taurog"
"JAl10","The Vanishing Prarie","1954","Algar"
"StF4","Sammy and Rosie Get Laid","1987","Frears"
"StF3","My Beautiful Laundrette","1986","Frears"
"JpS10","God, Man, and Devil","1949","Seiden"
"PlT50","Good Morning, Babylon","1987","Taviani"
"StF1","Gumshoe","1971","Frears"
"GPi13","Fantasia chez les ploucs","1970","Pires"
"MOp8","Trouble With Money","1934","Max~Ophuls"
"InB50","In the Presence of a Clown","1997","I.Bergman"
"RMp15","Mrs.~Wiggs of the Cabbage Patch","1942","R.Murphy"
"StF5","Dangerous Liasons","1987","Frears"
"RMp10","The Gay City","1941","R.Murphy"
"RMp13","Night Plane from Chungking","1942","R.Murphy"
"IMS70","Oh You Beautiful Doll","1949","Stahl"
"GOw10","Kiss Before Dying","1956","G.Oswald"
"CC52","A Night at the Show","1916","Chaplin"
"NT44","The Big Broadcast of 1936","1936","Taurog"
"NT45","Strike Me Pink","1936","Taurog"
"CC50","Shangheid","1916","Chaplin"
"NT40","Mrs.~Wiggs of the Cabbage Patch","1935","Taurog"
"DoC10","The Beastmaster","1982","Coscarelli"
"LGr10","Terraces","1980","Garrett"
"MLH20","The Object of Beauty","1991","LindsayHogg"
"PlT60","Fiorile","1994","Taviani"
"InB41","Fanny and Alexander","1982","I.Bergman"
"IB150","Hot Rods to Hell","1967","Brahm"
"ILa62","Blues Brothers 2000","1998","Landis"
"InB37","Autumn Sonata","1978","I.Bergman"
"MJu10","Office Space","1999","M.Judge"
"MJu15","All is Routine","0","M.Judge"
"GOw15","Screaming Mimi","1958","G.Oswald"
"NT75","Young Tom Edison","1940","Taurog"
"CC64","The Adventurer","1917","Chaplin"
"JoP40","Bonfire","1962","Pevney"
"CC62","The Immigrant","1917","Chaplin"
"LuV70","Conversation Piece","1976","Visconti"
"GOw20","Agent for H.A.R.M.","1966","G.Oswald"
"LoS2","She Done Him Wrong","1933","L.Sherman"
"LoS3","Morning Glory","1933","L.Sherman"
"RaH10","The Doctor","1990","Haines"
"StH5","The Glass Key","1942","Heisler"
"PW2","R\"ubezahls Hochzeit","1916","Wegener"
"NLB11","Your Friends and Neighbors","1998","LaBute"
"PW1","The Student of Prag","1913","Wegener"
"StH3","Among the Living","1941","Heisler"
"NLB12","Nurse Betty","2000","LaBute"
"PW4","Der Golem","1920","Wegener"
"JoP43","Memo from Purgatory","1964","Pevney"
"MHo10","Flash Gordon","1980","Hodges"
"MSo10","La Chiesa","1989","Soavi"
"PW3","Der Rattenf\"anger von Hameln","1918","Wegener"
"JoP44","One of the Family","1965","Pevney"
"RaH15","Wrestling Ernest Hemingway","1993","Haines"
"NLB10","In the Company of Men","1997","LaBute"
"JoP41","A Nice Touch","1963","Pevney"
"JKz10","Bronstein's Children","1990","Kawalarowicz"
"JoP42","Starring the Defense","1963","Pevney"
"AN10","Too Much Too Soon","1958","Napoleon"
"HRi17","Dreams That Money Can Buy","1946","Richter"
"HRi19","dadascope","1961","Richter"
"NT80","A Yank at Eton","1942","Taurog"
"Z9310","Life With Mikey","1993","UnYear93"
"CC76","City Lights","1931","Chaplin"
"JoP50","Mysterious Island of Beautiful Women","1979","Pevney"
"CC75","The Circus","1927","Chaplin"
"LuV60","The Damned","1969","Visconti"
"JAl20","Fantasia 2000","1999","Algar"
"CC73","The Gold Rush","1925","Chaplin"
"CC72","Shoulder Arms","1922","Chaplin"
"NT60","Boys' Town","1938","Taurog"
"CC70","The Kid","1920","Chaplin"
"LuV68","Ludwig","1973","Visconti"
"LuV64","Death in Venice","1971","Visconti"
"BrW8","Pretty Baby","1951","Windust"
"BrW5","June Bride","1949","Windust"
"KMz10","A Paper Doll's Whisper in the Spring","1925","Mizoguchi"
"ArN10","Deadline","1981","Nicholson"
"MvS12","A New Kind of Love","1963","Shavelson"
"MvS10","The Pigeon That Took Rome","1962","Shavelson"
"NT70","Broadway Melody of 1940","1940","Taurog"
"Z9320","Traces of Red","1993","UnYear93"
"CC68","Shoulder Arms","1918","Chaplin"
"CC66","A Dog's Life","1918","Chaplin"
"IlM10","Tiffany","1988","Milonaka"
"xFl10","Luise, K\"onigin von Preussen","1931","Frohlich"
"LFo10","tom thumb","1958","Foder"
"CC82","A King in New York","1957","Chaplin"
"NT94","Big City","1948","Taurog"
"ScH13","Snow Falling on Cedars","1999","Sc.Hicks"
"NT95","The Bride Goes Wild","1948","Taurog"
"JVi11","Taris de Natation","1932","Vigo"
"CC80","Limelight","1952","Chaplin"
"JVi10","Z\'ero de Conduite","1932","Vigo"
"xSa10","Central Station","1998","Salos"
"CLa110","Abbott and Costello Meet Captain Kidd","1952","Lamont"
"JoP25","Man of a Thousand Faces","1957","Pevney"
"ScH10","Shine","1996","Sc.Hicks"
"PY1","Summer Holiday","1962","Yates"
"PY4","Bullit","1968","Yates"
"PY3","Robbery","1967","Yates"
"EPe10","Zeppelin","1971","Perier"
"CLa114","Abbott and Costello Go To Mars","1953","Lamont"
"PY6","The Hot Rock","1972","Yates"
"CLa115","Abbott and Costello Meet Dr.~Jekyll and Mr.~Hyde","1953","Lamont"
"LuV50","Il gattopardo","1963","Visconti"
"CLa117","Ma and Pa Kettle in Paris","1953","Lamont"
"JoP20","Foxfire","1955","Pevney"
"PY7","The Friends of Eddie Coyle","1973","Yates"
"EwD10","Antz","1998","Darnell"
"GCt27","Woman to Woman","1926","Cutts"
"OzS10","Bustin' Loose","1981","O.Scott"
"JoP28","Tammy and the Bachelor","1957","Pevney"
"BSp10","That Darn Cat","1997","Spiers"
"TCh6","Cheech and Chong's The Corsican Brothers","1984","Chong"
"MkS10","A Far Off Place","1993","Salomon"
"TCh5","Still Smokin'","1983","Chong"
"TCh4","It Came from Hollywood","1982","Chong"
"CC79","The Gold Rush","1942","Chaplin"
"TCh3","Cheech and Chong's Nice Dreams","1981","Chong"
"CC78","The Great Dictator","1940","Chaplin"
"GCt20","The White Shadow","1923","Cutts"
"TCh2","Cheech and Chong's Next Movie","1980","Chong"
"CC77","Modern Times","1936","Chaplin"
"GCt21","The Prude's Fall","1923","Cutts"
"TCh1","Up in Smoke","1978","Chong"
"Z9330","Consenting Adults","1993","UnYear93"
"MOs2","The Sorrow and the Pity","1969","Marcle~Ophuls"
"JGK2","Swiri","1999","Kan"
"NT85","Girl Crazy","1942","Taurog"
"CLa100","Abbott and Costello Meet the Invisible Man","1951","Lamont"
"BSp12","Spice World","1997","Spiers"
"LuV40","Boccaccio 70","1962","Visconti"
"IHw10","Spellbound","1940","Harlow"
"NT90","The Hoodlum Saint","1946","Taurog"
"PCo13","The Sell-Out","1976","Collinson"
"PCo12","The Spiral Staircase","1975","Collinson"
"NT92","The Beginning or the End","1947","Taurog"
"PCo11","And Then There Were None","1974","Collinson"
"PCo10","You Can't Do That! Hard Day's Night","1990","P.Collins"
"GCt30","The Rat","1927","Cutts"
"Z9340","The Man With Three Wives","1993","UnYear93"
"Z9350","Mr.~Baseball","1993","UnYear93"
"LoW5","Where are My Children","1916","Weber"
"RNe1","Requiem for A Heavyweight","1962","R.Nelson"
"RNe2","Lilies of the Field","1963","R.Nelson"
"KMz40","Woman of Osaka","1940","Mizoguchi"
"GCt40","The Sign of Four","1932","Cutts"
"MiM10","I Got the Hook-Up","1998","M.Martin"
"JFll","We're Only Human","1936","Flood"
"MiM13","Malraux, Tu m'etonnes!","2001","Rosier"
"StK1","Fear and Desire","1953","Kubrick"
"Z9360","Sommersby","1993","UnYear93"
"HAG1","Party Line","1960","H.A.Green"
"JVi23","L'Atalante","1934","Vigo"
"JVi21","A propos de Nice","1934","Vigo"
"StK9","A Clockwork Orange","1975","Kubrick"
"StK8","2001, A Space Odyssey","1969","Kubrick"
"StK7","Dr.~Strangelove; Or How I learned to Stop Worrying and Love the Bomb","1963","Kubrick"
"StK6","Lolita","1962","Kubrick"
"StK5","Spartacus","1960","Kubrick"
"StK4","Paths of Glory","1958","Kubrick"
"StK3","The Killing","1956","Kubrick"
"StK2","Killer's Kiss","1955","Kubrick"
"KMz50","The Fourty-nine Ronin","1942","Mizoguchi"
"GNe5","Freaky Friday","1976","Gary~Nelson"
"GNe9","Enigma","1982","Gary~Nelson"
"LoW3","How Men Propose","1913","Weber"
"GCt50","Three Men in a Boat","1933","Cutts"
"ARs10","Goona-Goona","1932","Roosevelt"
"KMz55","Utamaro and his Five Women","1946","Mizoguchi"
"Z9365","Silent Cries","1993","UnYear93"
"KMz57","Women of the Night","1946","Mizoguchi"
"PhH13","Angels and Insects","1996","P.Haas"
"KBi10","The Light at the Edge of the World","1971","Billington"
"ALu6","Barque Quittant le Port","1895","A.Lumiere"
"ALu7","Boules","1895","A.Lumiere"
"KMz20","The Gorge Between Love and Hate","1932","Mizoguchi"
"ALu4","Le Gouter de B\'eb\'e","1895","A.Lumiere"
"ALu5","L'Arroseur arross\'e","1895","A.Lumiere"
"ALu2","La Sortie des Usines Lumi\`ere","1895","A.Lumiere"
"ALu3","Arriv\'ee d'un train en G\^are de la Ciatat","1895","A.Lumiere"
"PhH10","The Music of Chance","1993","P.Haas"
"ALu1","La Premiere Seance du Salon Indien au Grand Caf\'e","1895","A.Lumiere"
"KMz26","Sisters of the Gion","1936","Mizoguchi"
"GCt60","Aren't Men Beasts","1937","Cutts"
"KMz25","Osaka elegy","1936","Mizoguchi"
"LuV80","The Innocent","1979","Visconti"
"StM2","Rooster Cogburn","1975","St.Millar"
"DDW10","Lillian","1994","D.D.Williams"
"KMz30","The Story of the Last Chrysanthemums","1939","Mizoguchi"
"GCt70","Just William","1927","Cutts"
"CC83.","A Countess from Hong Kong","1966","Chaplin"
"JSb27","Street Smarts","1987","Schatzberg"
"JSb20","No Small Affair","1984","Schatzberg"
"GNj1","Anne of Green Gables","1934","Nicholls"
"ARu28","Afterglow","1997","Rudolph"
"ARu20","`L'Amour poursuite'","1989","Rudolph"
"AiE10","The Ballad of Ramblin' Jack","2000","A.Elliott"
"MCs10","Love Everlasting","1913","Caserini"
"JSb10","The Seduction of Joe Tynan","1979","Schatzberg"
"JSb13","Honeysuckle Rose","1980","Schatzberg"
"LoW20","The Dance of Love","1920","Weber"
